id,nome,sobrenome,email,data_admissao,cargo
80168.0,Helena Borges,Cunha,helenacunha@nomeEmpresa.com,2020-03-09,Vendedor Externo
80169.0,Heloisa Fernandes,Cavalcanti,fernandescavalcanti@nomeEmpresa.com,2007-02-26,Vendedor Interno
80170.0,Gabriel Guerra,Novaes,gabrielnovaes@nomeEmpresa.com,2008-08-19,Telemarketing
80171.0,Yago Costa,Lima,costalima@nomeEmpresa.com,2010-09-16,Telemarketing
80172.0,Léo Garcia,Sampaio,garciasampaio@nomeEmpresa.com,2014-08-02,Vendedor Externo
80173.0,Joana Machado,Andrade,machadoandrade@nomeEmpresa.com,2009-07-15,Telemarketing
80174.0,da Rosa,Sampaio,dasampaio@nomeEmpresa.com,2004-12-25,Vendedor Interno
80175.0,Sophia Casa,Jesus,sophiajesus@nomeEmpresa.com,2009-03-29,Vendedor Interno
80176.0,João Sousa,Aragão,sousaaragao@nomeEmpresa.com,2004-11-09,Vendedor Interno
80177.0,Heloisa Ribeiro,Cavalcanti,ribeirocavalcanti@nomeEmpresa.com,2022-04-29,Telemarketing
80178.0,Heloísa Novaes,Grande,novaesgrande@nomeEmpresa.com,2008-12-05,Telemarketing
80179.0,Aylla Barbosa,Fernandes,barbosafernandes@nomeEmpresa.com,2007-01-16,Vendedor Externo
80180.0,Henrique Borges,Brito,borgesbrito@nomeEmpresa.com,2006-10-14,Telemarketing
80181.0,Bruna Peixoto,Silveira,peixotosilveira@nomeEmpresa.com,2005-08-29,Telemarketing
80182.0,Ana Luiza,Grande,anagrande@nomeEmpresa.com,2022-02-12,Telemarketing
80183.0,Leonardo Aparecida,Castro,aparecidacastro@nomeEmpresa.com,2019-08-24,Vendedor Externo
80184.0,Olívia Barbosa,Pacheco,barbosapacheco@nomeEmpresa.com,2009-05-12,Telemarketing
80185.0,Felipe Novais,Rodrigues,feliperodrigues@nomeEmpresa.com,2009-06-21,Vendedor Interno
80186.0,Erick Rios,Moraes,erickmoraes@nomeEmpresa.com,2018-05-04,Vendedor Interno
80187.0,Leandro Vasconcelos,Almeida,vasconcelosalmeida@nomeEmpresa.com,2013-03-31,Telemarketing
80188.0,Ravi Melo,Gomes,melogomes@nomeEmpresa.com,2004-09-20,Telemarketing
80189.0,Julia Marques,Cavalcante,juliacavalcante@nomeEmpresa.com,2012-03-22,Telemarketing
80190.0,Diego Brito,Mendes,britomendes@nomeEmpresa.com,2016-07-06,Vendedor Interno
80192.0,Bianca Campos,Nunes,camposnunes@nomeEmpresa.com,2005-11-07,Telemarketing
80193.0,Matteo Ramos,Costa,ramoscosta@nomeEmpresa.com,2020-07-30,Promotor de Vendas
80194.0,Gabriel Novaes,Ramos,gabrielramos@nomeEmpresa.com,2009-10-24,Vendedor Interno
80195.0,Gustavo da,Monteiro,gustavomonteiro@nomeEmpresa.com,2015-12-21,Vendedor Interno
80196.0,Maria Eduarda,Luz,marialuz@nomeEmpresa.com,2015-09-01,Vendedor Interno
80197.0,Lorena Moura,Alves,mouraalves@nomeEmpresa.com,2011-07-12,Telemarketing
80198.0,Alícia Vasconcelos,Aragão,vasconcelosaragao@nomeEmpresa.com,2010-05-18,Vendedor Externo
80199.0,Luara Araújo,Souza,araujosouza@nomeEmpresa.com,2023-05-26,Vendedor Interno
80200.0,Casa Grande,Siqueira,casasiqueira@nomeEmpresa.com,2011-10-26,Vendedor Interno
80201.0,Julia Leão,Camargo,leaocamargo@nomeEmpresa.com,2015-02-12,Consultor de Vendas
80202.0,Aylla Pacheco,Ramos,pachecoramos@nomeEmpresa.com,2015-05-07,Telemarketing
80203.0,Agatha da,Gomes,agathagomes@nomeEmpresa.com,2024-08-20,Vendedor Externo
80204.0,Pedro da,Andrade,pedroandrade@nomeEmpresa.com,2007-04-03,Telemarketing
80205.0,João Fogaça,Borges,fogacaborges@nomeEmpresa.com,2024-05-13,Vendedor Interno
80206.0,Breno Silva,Nascimento,silvanascimento@nomeEmpresa.com,2007-04-09,Vendedor Externo
80207.0,Bryan Mendonça,Novais,mendoncanovais@nomeEmpresa.com,2011-10-13,Vendedor Externo
80208.0,Caio Cassiano,Montenegro,cassianomontenegro@nomeEmpresa.com,2009-06-10,Vendedor Interno
80209.0,Vitor Aparecida,Conceição,aparecidaconceicao@nomeEmpresa.com,2012-05-15,Vendedor Externo
80210.0,Heitor Freitas,Melo,freitasmelo@nomeEmpresa.com,2018-03-24,Telemarketing
80211.0,Eduardo Viana,Jesus,vianajesus@nomeEmpresa.com,2023-08-25,Vendedor Interno
80212.0,Diego Siqueira,Borges,siqueiraborges@nomeEmpresa.com,2016-11-04,Telemarketing
80213.0,Daniel Cavalcanti,Vargas,cavalcantivargas@nomeEmpresa.com,2010-08-08,Promotor de Vendas
80214.0,Enrico Fogaça,Vargas,fogacavargas@nomeEmpresa.com,2020-02-15,Vendedor Interno
80215.0,da Cunha,Vieira,davieira@nomeEmpresa.com,2009-08-04,Telemarketing
80216.0,Asafe Barros,Fonseca,barrosfonseca@nomeEmpresa.com,2010-04-02,Vendedor Externo
80217.0,Gabriel Castro,Brito,gabrielbrito@nomeEmpresa.com,2023-03-23,Telemarketing
80218.0,Vinicius Moraes,Barros,viniciusbarros@nomeEmpresa.com,2017-06-14,Telemarketing
80219.0,Cecília Ferreira,Moreira,ceciliamoreira@nomeEmpresa.com,2022-03-07,Vendedor Interno
80220.0,Erick Gonçalves,Melo,goncalvesmelo@nomeEmpresa.com,2016-09-28,Telemarketing
80221.0,Bella Pastor,Azevedo,pastorazevedo@nomeEmpresa.com,2010-05-15,Vendedor Interno
80222.0,Yan Castro,Pastor,yanpastor@nomeEmpresa.com,2020-09-12,Vendedor Externo
80223.0,Fernanda Rodrigues,Monteiro,rodriguesmonteiro@nomeEmpresa.com,2005-09-19,Vendedor Externo
80224.0,Fernando Pimenta,Lopes,pimentalopes@nomeEmpresa.com,2023-08-10,Vendedor Externo
80225.0,Liz Moura,Novais,liznovais@nomeEmpresa.com,2015-10-21,Promotor de Vendas
80226.0,Letícia Câmara,Camargo,camaracamargo@nomeEmpresa.com,2004-09-23,Vendedor Interno
80227.0,Lucca Borges,Sá,luccasa@nomeEmpresa.com,2019-08-31,Telemarketing
80228.0,Júlia da,Ramos,juliaramos@nomeEmpresa.com,2011-11-16,Vendedor Interno
80229.0,Liz Carvalho,Macedo,lizmacedo@nomeEmpresa.com,2019-07-14,Vendedor Interno
80230.0,Caio Gonçalves,Moura,goncalvesmoura@nomeEmpresa.com,2005-09-16,Telemarketing
80231.0,Mirella Farias,Barbosa,mirellabarbosa@nomeEmpresa.com,2013-09-17,Vendedor Interno
80232.0,Miguel Almeida,Pires,miguelpires@nomeEmpresa.com,2005-11-14,Telemarketing
80233.0,Lucas Ribeiro,Carvalho,lucascarvalho@nomeEmpresa.com,2007-08-14,Telemarketing
80234.0,Letícia Correia,Luz,correialuz@nomeEmpresa.com,2015-05-30,Telemarketing
80235.0,Gabriel Sales,Gonçalves,gabrielgoncalves@nomeEmpresa.com,2023-01-26,Telemarketing
80236.0,Casa Grande,Costa,casacosta@nomeEmpresa.com,2023-05-06,Vendedor Interno
80237.0,Casa Grande,Nascimento,casanascimento@nomeEmpresa.com,2009-06-03,Telemarketing
80238.0,Laura Albuquerque,Barros,laurabarros@nomeEmpresa.com,2020-04-26,Vendedor Interno
80239.0,Apollo Rios,Santos,riossantos@nomeEmpresa.com,2006-11-20,Promotor de Vendas
80240.0,Lívia Fonseca,Farias,liviafarias@nomeEmpresa.com,2004-12-11,Telemarketing
80241.0,Gustavo Barbosa,Costa,barbosacosta@nomeEmpresa.com,2015-06-02,Vendedor Interno
80242.0,Beatriz Garcia,Mota,beatrizmota@nomeEmpresa.com,2004-07-11,Telemarketing
80243.0,das Neves,Grande,dasgrande@nomeEmpresa.com,2004-10-26,Vendedor Interno
80244.0,Lara da,Mata,laramata@nomeEmpresa.com,2023-10-27,Telemarketing
80245.0,Carlos Eduardo,Moura,carlosmoura@nomeEmpresa.com,2018-08-14,Vendedor Externo
80246.0,Cauã Moura,Macedo,mouramacedo@nomeEmpresa.com,2022-11-02,Vendedor Interno
80247.0,Luísa Casa,Aragão,luisaaragao@nomeEmpresa.com,2023-12-11,Vendedor Interno
80248.0,Lucca Vargas,Guerra,luccaguerra@nomeEmpresa.com,2023-05-23,Telemarketing
80249.0,Brayan Gonçalves,Almeida,goncalvesalmeida@nomeEmpresa.com,2019-01-14,Vendedor Externo
80250.0,Rebeca Vargas,Almeida,vargasalmeida@nomeEmpresa.com,2004-12-05,Vendedor Interno
80251.0,Laura Casa,Cunha,lauracunha@nomeEmpresa.com,2022-12-18,Telemarketing
80252.0,Gabriel Ribeiro,Peixoto,gabrielpeixoto@nomeEmpresa.com,2004-12-10,Promotor de Vendas
80253.0,Esther Duarte,Pereira,duartepereira@nomeEmpresa.com,2011-06-05,Telemarketing
80254.0,Vitória Marques,Cassiano,vitoriacassiano@nomeEmpresa.com,2013-08-24,Telemarketing
80255.0,Alexandre Pacheco,Teixeira,pachecoteixeira@nomeEmpresa.com,2014-01-14,Vendedor Externo
80256.0,Nicolas Campos,Oliveira,camposoliveira@nomeEmpresa.com,2008-11-11,Telemarketing
80257.0,Ester Marques,Castro,marquescastro@nomeEmpresa.com,2009-10-26,Telemarketing
80258.0,André Pimenta,Melo,pimentamelo@nomeEmpresa.com,2016-08-03,Vendedor Interno
80259.0,Anthony Fogaça,Barbosa,fogacabarbosa@nomeEmpresa.com,2007-07-16,Consultor de Vendas
80260.0,Pedro Correia,Pereira,pedropereira@nomeEmpresa.com,2016-10-02,Promotor de Vendas
80262.0,Brenda Campos,Porto,camposporto@nomeEmpresa.com,2015-05-05,Vendedor Interno
80263.0,Nina Pacheco,Novais,pacheconovais@nomeEmpresa.com,2020-01-29,Vendedor Externo
80264.0,da Rocha,Dias,dadias@nomeEmpresa.com,2024-04-21,Telemarketing
80265.0,Gael Ramos,Lopes,gaellopes@nomeEmpresa.com,2008-04-11,Vendedor Externo
80266.0,Maria Cecília,Garcia,mariagarcia@nomeEmpresa.com,2024-01-04,Telemarketing
80267.0,Ágatha Silveira,Gomes,agathagomes@nomeEmpresa.com,2017-10-22,Vendedor Externo
80268.0,Emanuelly Rios,Rios,riosrios@nomeEmpresa.com,2008-09-25,Vendedor Interno
80269.0,Larissa Câmara,Farias,camarafarias@nomeEmpresa.com,2006-11-05,Vendedor Interno
